,lat,lng
3138,36.209038,-83.342896
3139,35.306168,-89.854454
3140,38.968838,-92.24674
3141,36.818047,-92.522026
3144,44.110493,-69.87134
3146,37.847626,-84.63689
3148,40.114475,-75.66695
3150,40.270725,-89.10708
3152,36.42598,-5.9273973
3153,38.048775,-92.498146
3155,37.527428,-81.775246
3156,38.700962,-89.23268
3157,39.58945,-86.37262
3158,36.14927,-96.62001
3163,38.17805,-85.281975
3164,40.298447,-95.93436
3165,40.27815,-74.64329
3166,39.68891,-75.44302
3169,34.40032,-95.585625
3170,36.877308,-85.491844
3173,31.946156,-82.3539
3176,39.72753,-74.78495
3177,40.614273,-86.728195
3178,33.10756,-97.54619
3180,37.129456,-90.24606
3181,40.874874,-77.657745
3183,37.480984,-86.33395
3184,35.689995,-89.974655
3186,52.475685,25.680182
3187,28.995565,37.723648
3188,42.79046,-91.80452
3189,35.38027,-89.35966
3190,43.902943,-103.04712
3191,39.343834,-88.2534
3193,37.1364,-85.28186
3194,38.56669,-95.80977
3195,36.859886,-87.752495
3196,38.044003,-95.645096
3197,39.266293,-85.5223
3198,39.61874,-97.09821
3200,42.598343,-112.613525
3201,33.061054,-98.18964
3202,35.937153,-87.00284
3203,35.47616,-96.6363
3206,35.852657,-91.58906
3207,22.215746,19.064363
3208,33.297146,-99.31044
3210,38.054367,-79.36606
3211,37.132393,-85.778915
3213,39.498577,-84.35068
3214,34.173702,-94.97235
3215,33.59553,-102.23512
3216,38.10298,-116.99311
3217,37.44642,-83.249756
3220,33.787342,-95.00303
3221,34.808517,-92.11581
3222,37.435745,-103.20683
3225,36.03022,-89.66138
3226,37.609123,-82.2391
3227,36.51651,-86.12653
3228,40.4571,-114.83876
3230,37.76563,-84.80414
3231,37.55858,-81.401596
3233,32.627377,-97.344826
3237,41.257458,-87.457
3239,35.666767,-84.18253
3240,35.35152,-101.307594
3244,38.99031,-92.92173
3245,40.26958,-5.300663
3246,39.048763,-88.66165
3249,36.59166,-86.492836
3251,40.64283,-74.12414
3253,35.764694,-95.698524
3255,34.39578,-94.83018
3256,37.053772,-83.63577
3257,35.648743,-88.004715
3258,40.056828,-84.892746
3259,38.788265,-82.10175
3260,40.708584,-85.24498
3261,34.49473,-90.73524
3262,39.6519,-75.399704
3263,33.5235,-97.69118
3264,40.94808,-88.60912
3267,37.67483,-83.272354
3268,37.61402,-83.75966
3269,37.44419,-102.380554
3270,35.452408,-85.58259
3271,40.151352,-80.508545
3272,40.466442,-86.96538
3273,40.313103,-75.33234
3274,38.009117,-87.03854
3276,34.835255,-91.05678
3278,49.703606,25.845505
3279,40.86638,-73.210655
3280,37.620533,-82.03509
3281,38.649414,-97.183754
3282,40.28296,-92.3154
3283,41.625698,-119.62405
3284,33.815983,-96.79589
3285,37.17819,-95.6927
3286,37.48064,-84.730034
3289,39.833294,-108.44956
3290,38.444145,-87.87281
3291,37.98552,-101.76434
3293,39.523846,-86.402374
3294,37.366302,-82.93028
3295,37.114674,-120.552536
3296,39.827656,-97.0169
3297,37.479053,-84.83737
3298,42.751705,-106.62292
3299,39.618683,-76.74494
3300,35.891384,-95.5616
3301,40.04715,-98.337456
3302,35.283436,-87.409325
3304,37.134766,-80.1867
3307,43.550457,-95.05678
3309,35.252342,-87.76523
3310,38.731266,-75.46152
3311,42.77722,-91.051796
3313,43.109776,-94.521835
3314,38.19961,-90.14186
3315,35.776226,51.90485
3316,37.694607,-84.071045
3317,37.457546,-92.72126
3318,8.581151,-60.555523
3319,37.852623,-80.52958
3320,53.39233,20.133574
3321,43.63845,-7.750758
3322,33.596027,-95.10263
3323,38.97399,-97.523186
3325,39.23443,-77.996765
3328,34.053314,-99.512436
3329,41.251583,-112.091705
3330,41.254307,-83.68534
3331,36.98246,-86.16516
3332,28.885365,24.614992
3333,38.496014,-119.393364
3335,38.674763,-87.21755
3337,32.83232,49.24869
3338,37.717426,-84.060455
3339,37.729065,-80.83984
3340,34.178917,-106.93502
3342,35.708553,-86.78375
3344,52.549835,7.8708773
3345,38.653873,-78.51006
3346,35.626324,-97.073326
3348,37.914238,-103.64139
3350,41.713757,-98.465126
3351,40.57979,-109.70154
3352,36.76011,-85.83069
3353,39.35994,-84.3197
3354,35.952377,-109.824135
3355,35.97603,-86.9666
3356,32.970264,-89.27931
3357,40.348946,-87.93189
3358,37.397213,-83.02297
3359,38.823483,-87.43557
3360,37.603756,-83.05601
3361,39.435104,-89.74979
3363,35.158978,-82.276276
3364,38.626163,-88.30344
3365,39.693977,-77.57641
3366,-0.1883105,-69.030334
3367,37.537197,-84.80468
3369,39.361145,-94.94132
3370,38.9353,-89.32771
3371,39.670097,-94.98215
3373,37.20861,-84.12293
3374,36.62464,-86.48284
3378,34.383762,-94.61875
3379,37.109055,-82.9356
3380,34.251022,-105.418846
3381,35.829323,-89.301605
3382,33.580425,-92.34089
3384,4.916234,-52.404495
3385,36.974926,-85.47805
3386,37.935192,-85.177574
3389,38.782085,-91.31941
3391,45.235023,-111.042435
3393,41.145275,-106.17563
3396,41.82288,-90.99274
3397,36.853195,-86.844666
3398,33.80409,-83.04052
3399,37.538513,-83.7528
3402,45.230774,-109.11266
3404,33.107216,-98.494835
3405,39.69583,-86.52137
3407,39.061867,-91.02461
3408,35.22334,-92.84767
3409,38.401245,-81.818306
3410,45.819633,-115.85442
3411,47.77242,10.788921
3412,35.515923,-85.927025
3413,35.064816,-91.05874
3414,44.934723,-115.09176
3415,38.279766,-85.64636
3417,37.494907,-81.928795
3418,40.555107,-80.483536
3419,34.091255,-103.39777
3420,36.257103,-89.81706
3421,34.759636,-92.16191
3422,38.921463,-78.46784
3423,36.956287,-84.59519
3424,40.556946,-85.37433
3425,37.56995,-82.214325
3426,38.546818,-7.4824214
3428,35.639187,-99.62257
3430,38.655746,-85.51038
3431,37.41687,-77.37123
3432,37.0167,-102.90211
3433,34.418865,-91.87928
3434,54.234787,50.946545
3435,38.36943,-79.56351
3436,39.96228,-90.406105
3437,37.355473,-85.4441
3438,35.69681,-82.7029
3439,39.767933,-91.897896
3440,35.483116,-87.6987
3441,6.7120905,-67.74579
3443,38.411938,-87.48764
3444,35.468338,-84.56761
3446,26.476305,-78.7154
3447,38.442333,-78.96348
3448,36.11776,-89.46623
3449,43.718216,-121.35683
3450,37.87509,-81.06823
3451,39.859177,-87.47079
3453,37.48518,-84.306656
3457,41.21961,-92.639496
3458,37.753796,-83.358154
3459,9.808456,6.027822
3461,37.81419,48.548656
3463,36.749588,-81.2434
3465,37.962044,-79.243164
3467,35.42807,-92.783
3468,38.585243,-96.64727
3470,42.2265,-116.51228
3474,35.345184,-83.74407
3476,37.240593,-84.20307
3477,35.235634,-80.98482
3478,39.189957,-78.17498
3484,38.84678,-89.08462
3486,37.44339,-84.453835
3487,40.03286,-87.17808
3488,37.489582,-82.5074
3489,42.93721,-118.658165
3491,35.65563,-87.98637
3493,35.004166,-96.676834
3494,33.929356,-102.20426
3495,41.799458,-89.086914
3496,39.024807,-78.2771
3500,37.289623,-82.9621
3501,37.418865,-84.00096
3502,38.544052,-82.333954
3503,35.271408,-90.11471
3504,35.279545,-86.86447
3505,38.0655,-94.2175
3506,39.540913,-98.11123
3507,38.61898,-77.36281
3508,38.569572,-87.30492
3509,38.390816,-85.1913
3510,40.666115,-118.56448
3511,37.44792,-84.49021
3513,38.69795,-77.24389
3514,34.959377,-91.467545
3515,44.600765,-70.27943
3516,37.27595,-86.579384
3517,38.1549,-79.258125
3518,37.5827,-95.98859
3520,37.923153,-80.97741
3521,37.54749,-83.35826
3523,36.746643,-86.76997
3524,33.34522,-96.77451
3525,35.999702,-87.7052
3526,37.920628,-85.35602
3527,39.766747,-86.612976
3529,36.77092,-90.771774
3532,33.927982,-94.15419
3536,56.53168,-3.1575744
3537,35.06796,-90.26326
3538,35.088127,-83.90945
3539,39.966076,-75.27677
3540,40.461216,-75.65574
3541,36.606857,-86.65627
3542,38.016514,-82.58291
3544,41.52212,-105.00324
3545,39.860012,-98.222206
3547,38.92667,-83.79178
3548,35.60927,-85.10015
3550,38.91827,-85.93693
3551,41.73214,-76.43519
3552,39.35505,-89.50049
3553,35.23347,-87.49691
3554,43.24731,-92.81062
3556,39.50816,-91.78663
3559,29.546406,-95.14005
3560,33.32475,-96.3584
3562,41.92265,-90.074715
3563,38.277596,-87.88776
3564,34.292233,-104.91679
3566,39.886517,-86.52489
3567,37.5789,-86.26258
3568,6.54407,-72.62423
3569,39.471996,-82.899345
3571,-9.294343,-61.78805
3572,44.730217,-111.695496
3573,37.808388,-84.64311
3574,38.050278,-84.46975
3577,37.310226,-82.911194
3578,37.23599,-83.48992
3579,39.39314,-84.544266
3580,37.84709,-85.1288
3581,36.639256,-91.12074
3583,37.12178,-86.77364
3584,38.504593,-83.48386
3587,39.181118,-87.84967
3588,34.888103,-92.05788
3590,48.01168,19.37341
3591,41.42736,-85.49549
3592,40.14102,-77.3099
3593,42.31688,-89.89523
3595,36.699486,-86.096115
3596,36.82381,-87.13888
3597,35.962666,-84.807526
3598,38.481064,-80.00588
3599,35.127743,-88.42031
3602,37.979748,-84.431145
3603,39.598087,-86.45273
3605,36.321518,-108.15216
3606,36.757046,-101.79378
3607,38.323074,-103.49688
3608,36.45314,-94.31395
3609,38.848423,-106.536224
3610,39.43488,-76.98216
3611,36.99911,-79.49692
3612,36.916435,-80.89667
3614,38.377495,-99.23389
3615,36.68823,-85.92492
3617,42.025513,-89.20438
3618,33.895065,-102.77601
3619,34.35192,-80.14198
3622,39.96151,-106.604355
3623,32.672512,-88.415855
3624,41.6035,-89.7168
3626,44.551804,-107.01767
3627,36.02541,-111.46253
3628,44.154903,-107.101715
3631,44.188644,-105.59341
3634,41.842876,-114.431915
3635,39.4787,-75.77888
3636,38.415985,-92.03507
3637,38.27402,-111.08017
3638,35.629818,-88.87464
3639,36.191925,-87.24905
3640,33.782024,-88.75109
3641,38.648346,-93.98489
3643,39.831436,-86.69714
3644,37.414444,-83.01673
3645,37.27763,-86.476006
3646,37.24726,-113.849434
3647,36.635983,-89.85058
3649,39.027912,-88.41018
3651,39.2788,-88.622765
3652,49.013176,21.237087
3653,37.84407,-112.85159
3654,33.741795,-88.57667
3655,37.508408,-82.6989
3656,7.9444075,47.373974
3658,34.940147,-89.51042
3659,38.912994,-103.53942
3660,34.734,-90.583725
3661,38.7195,-82.19547
3663,40.662823,-86.899445
3664,38.437138,-85.24462
3665,37.31886,-82.46197
3667,36.868702,-98.12136
3668,43.14276,-92.19527
3669,45.541542,-113.40562
3670,40.522835,-100.05573
3671,38.10197,-93.48495
3672,43.168655,-74.05627
3673,37.984325,-79.93015
3674,36.72546,-88.982155
3675,37.646305,-84.93932
3677,37.466892,-83.57873
3678,39.463123,-86.212524
3679,40.29918,-82.6098
3681,35.536777,-85.277916
3682,37.362423,-82.88743
3684,37.886524,-79.84147
3685,35.488544,-85.712074
3686,43.159466,-92.31563
3687,35.431488,-95.2201
3688,39.305,-87.76371
3689,39.010765,-89.08661
3691,38.84793,-88.18334
3692,39.13768,-76.05656
3693,31.691557,-86.60783
3694,38.483692,-91.48781
3695,39.2203,-86.35375
3697,47.993477,-54.30745
3698,36.188957,-99.7778
3699,48.88058,-57.96541
3700,46.65358,6.314644
3702,41.004086,-104.10154
3704,48.31344,9.4762535
3705,37.169693,-83.71806
3706,37.16972,43.26786
3707,42.011196,-89.393555
3708,34.441757,-95.10455
3709,39.993248,-76.64815
3710,38.25003,-77.68595
3711,40.779953,-111.711876
3713,37.52607,-87.20728
3714,39.921524,-84.072
3716,34.705093,-106.99595
3717,33.185345,-100.67932
3718,41.311768,-82.09196
3719,39.4469,-86.12587
3720,42.852295,-112.624794
3721,36.275177,-92.64836
3722,47.946934,28.722488
3723,37.66612,-100.8347
3724,39.750797,-88.846954
3726,38.20647,-90.25258
3727,33.64734,-96.206825
3728,41.865368,-78.07954
3729,40.278225,-85.10909
3731,37.781868,-78.275185
3732,44.428783,-112.31253
3735,35.050808,-87.20562
3736,36.556984,-87.54803
3737,34.709667,-91.00299
3741,40.402184,-104.51319
3742,35.369736,-83.99259
3743,37.824688,-87.16704
3744,43.6619,-74.58751
3746,39.044304,-110.71207
3748,40.39483,-87.88742
3749,38.05671,-88.272514
3750,37.81347,-85.34609
3751,38.490677,-76.97288
3752,41.18109,-87.23236
3753,31.12901,-84.025246
3754,38.264763,-76.88199
3756,37.32856,-83.367065
3757,33.48571,-95.51623
3758,37.451725,-84.41416
3759,35.82206,-86.20563
3760,39.083054,-94.05406
3761,36.94485,-93.198814
3763,34.776176,-88.53185
3764,39.518734,-86.309944
3765,38.14291,-79.86813
3766,38.97262,-91.69852
3768,34.836647,-91.67325
3769,36.33614,-89.845695
3771,36.451828,-84.46215
3772,38.167027,-104.852135
3773,42.364864,-110.56752
3774,39.24783,-77.814095
3777,33.964874,44.92417
3778,37.622833,-82.15024
3782,46.3289,-112.50422
3783,39.989464,-90.10815
3784,39.043205,-76.0021
3785,35.16203,-90.430336
3788,37.706608,-86.209724
3789,44.626072,-117.467514
3790,46.81343,-64.21106
3791,34.08375,-102.28642
3792,42.92649,-109.26418
3793,27.88205,14.640514
3794,38.13049,-85.02506
3795,42.825153,-118.94622
3797,39.135277,-86.460304
3800,36.79722,-84.01814
3801,38.708042,-94.12513
3802,39.145206,-76.92723
3803,45.03328,-113.00163
3804,33.55111,-102.277306
3805,40.637768,-106.96871
3806,42.738846,-117.6519
3807,37.594833,-81.2955
3809,39.05596,-95.610664
3810,43.469982,-111.92432
3812,35.695812,-78.21417
3813,36.853844,-80.29523
3814,37.915,-93.506256
3815,37.46803,-83.36155
3817,36.86926,-84.98272
3819,40.962784,-88.30906
3820,40.579906,-103.004105
3821,37.45895,-84.56105
3824,48.159542,-54.255978
3825,37.095795,-99.821434
3828,37.868614,-88.94541
3834,33.78556,-94.384636
3835,37.657455,-81.04437
3837,36.003757,-86.06181
3838,37.74621,-100.4486
3839,33.220848,-96.8946
3840,37.210648,-85.72221
3841,37.31762,-83.07123
3843,37.479744,-82.38006
3845,33.971416,-94.02615
3847,39.758877,-87.49007
3848,35.02301,-90.97564
3849,37.53269,-98.51294
3850,37.60547,-83.85372
3851,33.159428,-99.76346
3852,35.70932,-92.41001
3854,42.07245,-100.35892
3857,35.65329,-101.3156
3858,34.49657,-82.59042
3860,31.583448,-84.35472
3861,35.81211,-87.423065
3863,43.536835,-94.672516
3864,39.230965,-94.27015
3865,41.252586,-78.91737
3866,36.946316,-88.29704
3868,37.81076,-81.72792
3869,38.24333,-84.97946
3871,47.579926,-54.72526
3872,40.466335,-91.65294
3873,45.58033,-70.89389
3874,40.476425,-118.93282
3875,39.126167,-86.890076
3878,28.789991,-96.1144
3879,38.781704,-89.07911
3881,38.199856,-84.32419
3882,38.96087,-102.31303
3883,35.92964,-90.25419
3884,40.18704,-103.162094
3886,42.49015,-90.746086
3887,38.462776,-81.66192
3888,39.841248,-89.06
3890,37.871494,-80.36262
3891,6.720548,2.8202963
3892,37.024834,-88.65549
3899,35.152267,-91.81848
3900,43.69118,46.504436
3901,38.208244,-81.17849
3902,38.515373,-118.18312
3910,36.460335,-77.369194
3913,37.237415,-86.31832
3914,39.419315,-85.023224
3915,37.236614,-97.81085
3917,37.571186,-81.97266
3918,36.029537,-87.354965
3920,36.140797,-107.97768
3921,37.373363,-80.70236
3922,36.69411,-85.09878
3923,38.86598,-86.48685
3924,35.550224,-84.00478
3925,45.20414,3.1810722
3926,36.246307,-86.09143
3927,37.61607,-81.13915
3929,44.425385,-114.63391
3931,37.621696,-82.21115
3932,40.81809,-88.38555
3934,37.580414,-93.17809
3935,38.65041,-75.84658
3936,38.530193,-80.13541
3938,37.897343,-82.76876
3939,46.18118,-110.50089
3941,38.550034,-79.24919
3942,37.929783,-84.267944
3944,38.62089,-89.510056
3945,46.602715,-119.11061
3946,37.558315,-81.69334
3947,35.959988,-87.83315
3949,38.17968,-78.839714
3950,37.911907,-80.025055
3951,39.8375,-77.07581
3952,35.52384,-98.10949
3953,50.33562,40.098305
3954,39.54182,-86.93318
3957,36.044056,-87.49819
3958,45.606003,-108.85163
3960,37.663506,-81.69516
3961,44.015293,-97.632286
3962,34.83953,-88.74013
3963,40.49438,-82.32301
3964,38.87542,-86.01853
3965,37.74285,-86.09296
3966,34.212296,-104.887054
3968,35.09379,-83.47725
3970,37.69786,-79.72296
3971,39.58652,-88.12272
3973,39.685406,-77.34887
3974,34.160038,-104.186676
3975,38.4937,-85.14686
3976,42.0266,-91.82597
3978,37.402523,-83.38914
3979,37.530098,-82.61687
3982,35.45088,-87.059685
3984,33.812637,-94.574974
3986,35.777573,-84.02064
3987,40.67916,-89.19174
3988,35.431526,-91.99536
3990,42.477364,-103.333626
3991,39.295326,-87.97626
3992,38.81493,-95.95713
3994,38.11688,-84.65867
3995,40.319862,-75.598915
3996,34.691875,-91.12982
3998,40.24805,-74.379524
3999,37.432526,-83.38067
4000,37.10602,-85.015724
4001,38.7416,-92.227135
4002,38.5635,-97.79615
4003,37.30236,-116.21286
4004,37.398933,-83.18226
4005,33.33019,-79.27064
4006,37.563396,-86.16895
4007,41.845585,-88.12379
4008,41.558483,-86.82812
4010,33.707317,-97.555466
4011,45.899284,-61.21831
4015,40.804565,-86.75011
4016,45.485027,-109.56457
4017,37.709328,-84.32834
4018,37.437927,-84.280975
4019,41.67177,-89.83766
4020,39.7866,-76.04795
4021,39.5969,-87.34477
4022,35.402573,-88.16139
4023,41.699493,-75.40216
4027,34.83818,-92.044365
4028,39.699512,-95.977615
4030,40.184696,-85.4443
4031,36.457996,-89.24266
4033,37.688805,-81.4569
4034,37.750965,-84.263885
4035,37.31056,-83.9384
4038,39.67554,-97.93443
4039,37.56772,-82.264946
4040,39.161053,-77.998215
4042,39.246487,-95.05536
4043,34.756226,-93.22023
4047,37.567642,-85.049286
4048,46.432358,-116.67992
4051,37.187695,-84.08587
4052,40.6876,-110.572205
4053,37.157833,-83.54351
4054,36.0698,-88.74989
4055,35.473713,-88.72841
4056,41.60978,-88.2255
4057,39.710907,-85.6447
4060,53.21382,7.2244062
4061,42.678303,-92.88939
4062,33.660004,42.624096
4065,40.71061,-85.69104
4066,2.8384624,11.578722
4068,33.831524,-94.53512
4069,31.334597,-85.516624
4070,40.926334,-73.94071
4071,38.654026,-77.82215
4072,39.40255,-92.04355
4074,36.668877,-85.96752
4075,37.166134,-84.43586
4076,37.891674,-79.81325
4077,38.25482,-95.656136
4078,34.598103,-89.29391
4082,42.976044,-91.9226
4083,34.569027,-93.67452
4084,40.94758,-91.02446
4085,34.94614,-105.51675
4086,35.248386,-88.03194
4087,18.396814,28.86218
4088,39.39886,-76.54459
4089,37.46582,-84.426254
4090,35.53007,-88.70214
4091,34.929424,-96.133385
4092,33.13864,-100.23845
4093,40.245472,-109.634995
4095,34.94328,-107.360275
4098,37.81139,-81.54894
4099,39.191654,-86.11955
4102,40.626923,-109.18097
4105,42.19779,-73.37158
4106,40.22475,-119.80499
4108,34.983788,-90.51234
4109,37.10049,-87.27108
4111,35.364346,-92.7533
4112,45.062145,-116.80222
4113,39.086773,-77.16777
4117,43.95022,-113.16931
4118,38.85998,-92.84458
4119,38.500378,-79.04584
4121,43.260612,-105.965065
4123,37.13564,-92.83906
4124,37.428566,-83.33841
4125,39.907272,-89.2098
4126,33.490112,-88.109665
4127,45.45653,-66.3625
4128,39.97665,-103.06784
4129,35.36075,-86.10326
4130,37.66671,-87.091034
4131,37.717884,-84.01584
4132,34.734955,-92.579346
4133,37.390694,-85.03963
4134,42.323273,-90.16962
4135,37.266006,-84.978874
4136,38.894604,-89.67106
4137,37.233414,-85.78802
4138,51.963028,36.12121
4140,32.13291,-82.460144
4141,40.020138,-98.62898
4142,37.21068,-103.01084
4145,39.638412,-113.945435
4147,35.987698,-89.20876
4149,36.381863,-90.16412
4150,40.767353,-79.07604
4151,34.180515,-92.686325
4153,41.799046,-72.02968
4154,39.19012,-86.211914
4155,39.318268,-77.829285
4157,15.976399,-7.939882
4158,34.22176,-84.59123
4160,37.942642,-85.41765
4161,42.068096,-88.44948
4162,41.937065,-89.025505
4163,39.242542,-75.676735
4164,37.177483,-81.85637
4165,36.94667,-85.81765
4168,33.533894,-95.71895
4172,37.420845,-82.95002
4174,37.58691,-82.36251
4175,38.97879,-86.18057
4176,38.81804,-84.693474
4177,36.898132,-81.82095
4180,40.33023,-87.59876
4182,34.844418,-96.97653
4184,35.43774,-91.937805
4185,33.168007,-6.8692083
4186,37.783527,-78.097755
4187,6.7463055,-76.63921
4189,38.422604,-85.05977
4191,38.398678,-80.51203
4192,41.04149,-79.82503
4193,38.938885,-86.581894
4194,32.1961,-0.019186437
4195,37.683926,-91.9018
4196,37.719376,-81.26345
4197,38.846695,-85.769325
4199,32.126335,-89.22856
4200,40.980232,-82.1858
4201,38.574486,-90.61652
4202,38.86254,-91.36211
4203,35.121986,-78.67073
4206,43.4037,-120.22107
4207,39.902256,-88.07417
4209,33.702072,-99.81347
4210,33.315807,-101.0882
4212,44.988342,-117.16286
4214,38.44258,-84.47676
4215,37.30067,-75.962074
4216,25.416279,-3.938073
4219,38.772663,-95.24084
4220,37.93672,-84.341446
4223,40.83391,-81.86089
4224,37.45711,-87.99285
4225,44.591057,-68.46806
4226,35.148018,-90.64763
4227,38.4412,-92.39676
4228,36.551704,-98.67085
4229,35.596146,-89.24544
4231,38.05143,-84.68222
4232,39.30865,-91.27213
4233,-6.726019,-60.95137
4234,39.45851,-108.20607
4235,35.384125,-90.24277
4239,36.787525,-92.50516
4240,37.660492,-81.147
4242,39.872593,-105.19134
4243,37.328686,-102.50555
4244,37.79491,-83.38383
4245,35.29539,-95.89024
4247,42.18138,-94.91764
4248,39.43596,-76.049484
4249,41.564247,-87.9076
4250,34.646324,-91.4999
4251,38.193058,-78.46039
4252,39.16973,-86.06685
4253,39.461094,-88.63258
4254,45.661163,-117.5485
4255,34.248047,-95.719124
4257,38.043495,-98.49353
4258,36.819084,-86.50686
4259,36.84319,-81.56688
4260,51.60014,-1.1488374
4261,36.36538,-114.3813
4262,34.887104,-91.58967
4263,38.482098,-87.096245
4264,39.457645,-76.6202
4265,39.436775,-87.845535
4266,32.617016,10.218001
4267,39.462708,-77.15894
4268,36.329563,-88.56319
4269,36.028774,-98.62517
4271,38.54239,-89.93123
4274,39.515778,-106.87689
4275,25.716625,69.76687
4277,34.4345,-92.14657
4279,41.039074,-92.66749
4283,37.817364,-92.057884
4284,39.361904,-85.9684
4285,19.923412,20.36355
4286,31.851818,-86.82415
4287,37.950165,-79.807144
4289,38.526127,-79.14469
4290,44.621048,-68.75745
4292,47.71686,11.598651
4293,38.19089,-87.15924
4294,38.983425,-78.39234
4295,31.849155,-83.98192
4296,34.507862,-87.40495
4297,33.84664,-94.139206
4298,34.778946,-92.06668
4299,37.346348,-82.34964
4300,44.744102,-63.78852
4301,37.20888,-83.95633
4302,40.30369,-96.9929
4303,37.027832,-88.708466
4304,37.393204,-83.17735
4305,39.77213,-87.790855
4306,29.532394,-97.36572
4307,36.161106,-87.1417
4309,39.76298,-75.45522
4311,40.174244,48.536655
4312,39.47584,-79.301186
4313,34.88588,-97.364586
4314,35.507847,-88.67766
4317,41.2101,-80.75068
4318,37.127914,-99.84255
4319,35.0637,-97.932686
4320,37.97791,-86.10803
4321,37.510113,-81.63898
4322,45.808464,14.807778
4323,39.450474,-79.40709
4324,38.23925,-89.52187
4325,40.716053,-73.27754
4327,48.84049,-54.288345
4328,48.35431,-55.54471
4330,34.283134,-92.385155
4331,13.442415,-87.85598
4332,36.73542,-91.3218
4333,34.907585,-88.52245
4334,42.622498,-102.12339
4335,39.8114,-84.00866
4336,38.425068,-78.40676
4337,33.43697,-95.84749
4338,34.373356,-94.18947
4340,37.693867,-79.71376
4342,40.33917,-80.15496
4343,37.45058,-88.51445
4344,36.748436,-97.750656
4345,36.51347,-91.74893
4347,37.743847,-103.19136
4348,41.232647,-92.04376
4349,36.603275,-86.81056
4350,35.96139,-87.0867
4351,37.419018,-85.034966
4353,35.451942,-83.5283
4354,34.423042,-92.14057
4356,40.7043,-74.12896
4357,46.00595,-120.18537
4358,37.57801,-83.10572
4360,36.2689,-86.06937
4361,37.846916,-86.84306
4363,17.751625,11.318031
4364,38.552574,-93.59003
4365,37.46968,-99.98717
4367,39.181816,-90.11765
4368,30.136833,-101.62186
4369,36.492157,-85.35257
4370,39.556877,-84.92375
4371,50.290646,19.88499
4372,40.997723,-87.535576
4373,37.099895,-101.473236
4374,43.92164,-65.07783
4375,37.594837,-84.84669
4376,41.17287,-107.15704
4378,39.959866,-86.87086
4379,37.524788,-90.81164
4380,36.046593,-84.93134
4381,44.553566,-115.32481
4382,37.533283,-81.94158
4383,37.70307,-81.35825
4385,46.43419,72.81416
4387,40.57348,-75.68015
4388,34.15611,-92.81834
4389,37.652817,-82.55581
4390,37.313244,-84.49721
4391,34.382378,-104.275185
4393,52.641323,39.06818
4395,33.89153,-95.25883
4396,34.842434,-107.26179
4397,39.716793,-91.426025
4399,40.547977,-113.3735
4401,38.175766,-85.201614
4402,39.578926,-86.68478
4403,37.570156,-82.2981
4405,56.992626,36.60527
4406,36.6674,-84.20364
4409,33.491417,-93.800804
4410,38.2223,-89.63389
4411,39.716076,-85.863976
4412,37.805763,-105.35374
4416,36.932007,-88.586426
4417,36.117195,-87.13923
4418,37.954113,-84.52791
4423,35.602154,-82.72881
4424,39.33752,-89.48162
4425,37.682148,-80.94548
4426,39.39373,-91.42479
4428,43.225906,-107.04863
4430,38.37067,-85.11888
4431,41.03056,-83.237236
4432,44.431114,-117.02493
4433,38.968224,-85.80973
4438,35.79335,-87.48302
4439,56.72329,46.829082
4440,37.28182,-84.410774
4441,40.69074,-82.5228
4445,38.695183,-90.04041
4446,37.375195,-82.19721
4447,39.709805,-87.168526
4448,-4.3363976,-43.1104
4450,34.63796,-95.78966
4452,39.417747,-87.48544
4453,42.818325,-91.15045
4456,41.625484,-102.954575
4457,37.809055,-80.40873
4458,37.63706,-81.76996
4459,36.431625,-103.8258
4460,38.737194,-89.36893
4462,53.04026,10.381195
4463,36.06409,-95.968796
4464,40.116455,-87.44856
4465,32.574642,-81.47582
4466,37.484554,-83.328865
4467,37.644455,-81.74734
4468,40.197586,-104.28411
4470,33.75131,-80.74725
4472,39.33827,-89.016785
4473,34.629635,-91.36598
4474,39.459496,-77.74999
4475,37.73061,-83.53578
4478,34.172115,-93.835014
4480,39.60783,-82.29833
4481,42.644615,-121.08461
4482,37.156185,-86.78333
4483,38.76848,-103.06025
4484,37.605698,-81.94699
4485,38.77981,-78.66686
4488,37.33276,-82.64995
4489,-7.859545,-38.986187
4490,40.657093,-86.28117
4491,35.00008,-89.99838
4493,36.27593,-88.497406
4494,42.900043,-75.368355
4495,37.701733,-80.71778
4496,41.999996,-100.73277
4497,40.52996,-90.035515
4498,47.619373,12.073795
4500,37.57468,-84.93269
4501,37.399662,-84.966064
4503,37.55526,-85.61374
4504,36.7761,-95.10869
4508,38.335777,-80.151566
4509,36.048004,-86.98899
4510,38.22809,-95.922874
4511,38.990536,-89.03328
4512,34.734203,-92.11414
4513,37.5471,-83.79603
4514,33.795162,-102.95904
4515,38.14159,-77.94826
4517,39.668083,-110.23495
4518,39.49587,-78.049576
4519,37.146828,-83.32305
4520,42.99589,-91.83672
4522,39.703793,-75.999115
4523,36.78602,-90.73758
4524,-6.843828,16.301542
4525,42.20169,-89.1731
4526,37.681015,-83.27902
4528,40.422337,-89.85053
4529,39.847656,-86.890915
4530,39.52991,-86.28748
4531,35.5845,-92.64634
4533,39.35801,-89.91085
4534,39.620552,-106.2458
4535,41.0739,-86.6696
4536,35.30176,-77.05014
4540,37.622383,-102.04597
4541,37.957382,-79.182686
4542,48.640896,9.746453
4543,38.728073,-87.67789
